[27, 27,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1650, 1593,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1651, 1594,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1652, 1595,  to_date('9:07', 'hh24:mi'),  to_date('13:07', 'hh24:mi')]
[1653, 1596,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1654, 1597,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1655, 1598,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1656, 1599,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1657, 1600,  to_date('10:14', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1658, 1601,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1659, 1602,  to_date('10:51', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1660, 1603,  to_date('9:37', 'hh24:mi'),  to_date('16:16', 'hh24:mi')]
[1661, 1604,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1662, 1605,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1663, 1606,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1664, 1607,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1665, 1608,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1666, 1609,  to_date('10:32', 'hh24:mi'),  to_date('10:41', 'hh24:mi')]
[1667, 1609,  to_date('11:46', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1668, 1610,  to_date('10:32', 'hh24:mi'),  to_date('12:54', 'hh24:mi')]
[1669, 1611,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1670, 1612, to_date('9:05', 'hh24:mi'), to_date('14:15', 'hh24:mi')]
[1671, 1612, to_date('15:43', 'hh24:mi'), to_date('17:50', 'hh24:mi')]
[1724, 1665,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1725, 1666,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1726, 1667,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1727, 1668,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1728, 1669,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1729, 1670,  to_date('10:58', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1730, 1671, to_date('9:08', 'hh24:mi'), to_date('15:56', 'hh24:mi')]
[1731, 1671, to_date('16:58', 'hh24:mi'), to_date('17:58', 'hh24:mi')]
[1732, 1672,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1733, 1673,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1734, 1674,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1735, 1675,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1736, 1676,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1737, 1677,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1738, 1678,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1739, 1679,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1740, 1680,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1741, 1681,  to_date('10:27', 'hh24:mi'),  to_date('10:55', 'hh24:mi')]
[1742, 1681,  to_date('11:56', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1743, 1682,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1744, 1683,  to_date('9:01', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1745, 1684,  to_date('9:07', 'hh24:mi'),  to_date('13:12', 'hh24:mi')]
[1746, 1685,  to_date('9:06', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1747, 1686,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1748, 1687,  to_date('10:31', 'hh24:mi'),  to_date('11:44', 'hh24:mi')]
[1749, 1687,  to_date('12:38', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1750, 1688,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1751, 1689,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1752, 1690,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1753, 1691,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1754, 1692,  to_date('9:02', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1755, 1693,  to_date('10:15', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1756, 1694,  to_date('9:04', 'hh24:mi'),  to_date('15:05', 'hh24:mi')]
[1757, 1695,  to_date('10:35', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1758, 1696,  to_date('10:29', 'hh24:mi'),  to_date('11:27', 'hh24:mi')]
[1759, 1696,  to_date('12:43', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1760, 1697,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1761, 1698,  to_date('10:46', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1762, 1699,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1763, 1700,  to_date('10:52', 'hh24:mi'),  to_date('10:01', 'hh24:mi')]
[1764, 1700,  to_date('11:33', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1765, 1701,  to_date('9:30', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1766, 1702,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1767, 1703,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1768, 1704,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1769, 1705,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1770, 1706,  to_date('10:24', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1771, 1707,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1772, 1708,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1773, 1709,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1774, 1710,  to_date('10:56', 'hh24:mi'),  to_date('15:55', 'hh24:mi')]
[1775, 1710,  to_date('16:59', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1776, 1711,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1777, 1712,  to_date('9:42', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1778, 1713,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1779, 1714,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1780, 1715,  to_date('10:43', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1781, 1716,  to_date('10:35', 'hh24:mi'),  to_date('14:49', 'hh24:mi')]
[1782, 1717,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1783, 1718,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1784, 1719,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1785, 1720,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1786, 1721,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1787, 1722,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1788, 1723,  to_date('9:04', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1789, 1724,  to_date('9:02', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1790, 1725,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1791, 1726,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1792, 1727,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1793, 1728,  to_date('10:33', 'hh24:mi'),  to_date('14:32', 'hh24:mi')]
[1794, 1728,  to_date('15:47', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1795, 1729,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1796, 1730,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1797, 1731,  to_date('10:34', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1798, 1732,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1799, 1733,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1800, 1734,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1801, 1735,  to_date('9:22', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1802, 1736,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1803, 1737,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1804, 1738,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1805, 1739,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1806, 1740,  to_date('10:17', 'hh24:mi'),  to_date('10:13', 'hh24:mi')]
[1807, 1740,  to_date('11:52', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1808, 1741,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1809, 1742,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1810, 1743,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1811, 1744,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1812, 1745,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1813, 1746,  to_date('9:09', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1814, 1747,  to_date('9:27', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1815, 1748, to_date('9:09', 'hh24:mi'), to_date('12:11', 'hh24:mi')]
[1816, 1748, to_date('13:47', 'hh24:mi'), to_date('17:52', 'hh24:mi')]
[1817, 1749,  to_date('9:05', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1818, 1750,  to_date('9:19', 'hh24:mi'),  to_date('14:57', 'hh24:mi')]
[1819, 1751,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1820, 1752,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1821, 1753,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1822, 1754,  to_date('10:18', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1823, 1755,  to_date('9:45', 'hh24:mi'),  to_date('13:05', 'hh24:mi')]
[1824, 1756,  to_date('9:02', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1825, 1757,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1826, 1758,  to_date('10:48', 'hh24:mi'),  to_date('13:40', 'hh24:mi')]
[1827, 1759,  to_date('10:33', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1828, 1760,  to_date('9:10', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1829, 1761,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1830, 1762,  to_date('9:36', 'hh24:mi'),  to_date('11:49', 'hh24:mi')]
[1831, 1762,  to_date('12:36', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1832, 1763,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1833, 1764, to_date('9:07', 'hh24:mi'), to_date('10:16', 'hh24:mi')]
[1834, 1764, to_date('11:35', 'hh24:mi'), to_date('17:54', 'hh24:mi')]
[1835, 1765,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1836, 1766,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1837, 1767,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1838, 1768,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1839, 1769,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1840, 1770, to_date('9:05', 'hh24:mi'), to_date('12:09', 'hh24:mi')]
[1841, 1770, to_date('13:39', 'hh24:mi'), to_date('17:53', 'hh24:mi')]
[1842, 1771,  to_date('9:13', 'hh24:mi'),  to_date('11:35', 'hh24:mi')]
[1843, 1772,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1844, 1773,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1845, 1774,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1846, 1775,  to_date('10:12', 'hh24:mi'),  to_date('15:26', 'hh24:mi')]
[1847, 1776,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1848, 1777,  to_date('9:03', 'hh24:mi'),  to_date('10:26', 'hh24:mi')]
[1849, 1778,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1850, 1779,  to_date('9:08', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1851, 1780,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1852, 1781,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1853, 1782,  to_date('10:11', 'hh24:mi'),  to_date('14:55', 'hh24:mi')]
[1854, 1782,  to_date('15:55', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1855, 1783,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1856, 1784,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1857, 1785,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1858, 1786,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1859, 1787,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1860, 1788,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1861, 1789,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1862, 1790,  to_date('9:46', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1863, 1791,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1864, 1792,  to_date('9:09', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1865, 1793,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1866, 1794,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1919, 1847,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1920, 1848,  to_date('9:04', 'hh24:mi'),  to_date('11:45', 'hh24:mi')]
[1921, 1849,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1922, 1850,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1923, 1851,  to_date('9:28', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1924, 1852, to_date('9:00', 'hh24:mi'), to_date('11:15', 'hh24:mi')]
[1925, 1852, to_date('12:56', 'hh24:mi'), to_date('17:58', 'hh24:mi')]
[1926, 1853,  to_date('9:09', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1927, 1854,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1928, 1855,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1929, 1856,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1930, 1857,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1931, 1858,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1932, 1859,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1933, 1860,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1934, 1861,  to_date('10:57', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1935, 1862,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1936, 1863,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1937, 1864, to_date('9:09', 'hh24:mi'), to_date('14:06', 'hh24:mi')]
[1938, 1864, to_date('15:36', 'hh24:mi'), to_date('17:51', 'hh24:mi')]
[1939, 1865,  to_date('9:24', 'hh24:mi'),  to_date('13:27', 'hh24:mi')]
[1940, 1866,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1941, 1867,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1942, 1868,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1943, 1869,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1944, 1870,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1945, 1871,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1946, 1872,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1947, 1873,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1948, 1874,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1949, 1875,  to_date('9:08', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1950, 1876,  to_date('9:06', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1951, 1877,  to_date('9:04', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1952, 1878,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1953, 1879,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1954, 1880,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1955, 1881,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1956, 1882,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1957, 1883,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1958, 1884,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1959, 1885,  to_date('9:05', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1960, 1886,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1961, 1887,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1962, 1888,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1963, 1889,  to_date('9:47', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1964, 1890,  to_date('10:28', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1965, 1891,  to_date('9:09', 'hh24:mi'),  to_date('10:29', 'hh24:mi')]
[1966, 1892,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1967, 1893,  to_date('9:01', 'hh24:mi'),  to_date('10:29', 'hh24:mi')]
[1968, 1894,  to_date('10:22', 'hh24:mi'),  to_date('10:02', 'hh24:mi')]
[1969, 1894,  to_date('11:58', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[1970, 1895,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1971, 1896,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1972, 1897,  to_date('9:05', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[1973, 1898,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1974, 1899,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1975, 1900,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1976, 1901,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1977, 1902,  to_date('9:04', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1978, 1903,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1979, 1904,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1980, 1905,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1981, 1906,  to_date('9:07', 'hh24:mi'),  to_date('12:04', 'hh24:mi')]
[1982, 1907,  to_date('9:02', 'hh24:mi'),  to_date('11:48', 'hh24:mi')]
[1983, 1908,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1984, 1909,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1985, 1910,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1986, 1911,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1987, 1912,  to_date('10:11', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1988, 1913,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1989, 1914,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[1990, 1915,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[1991, 1916,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[1992, 1917,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[1993, 1918,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[1994, 1919,  to_date('9:04', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1995, 1920,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1996, 1921,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[1997, 1922,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[1998, 1923,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[1999, 1924,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[2000, 1925,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[2001, 1926,  to_date('9:08', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[2002, 1927,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2003, 1928,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[2004, 1929,  to_date('9:06', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2005, 1930,  to_date('9:06', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[2006, 1931,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[2007, 1932,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[2008, 1933,  to_date('9:10', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2009, 1934,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[2010, 1935,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2011, 1936,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[2012, 1937,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[2013, 1938,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2014, 1939,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2015, 1940,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2016, 1941,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[2017, 1942,  to_date('10:24', 'hh24:mi'),  to_date('15:35', 'hh24:mi')]
[2018, 1942,  to_date('16:42', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[2019, 1943,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[2020, 1944,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[2021, 1945,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[2022, 1946,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2023, 1947,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[2024, 1948,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[2025, 1949,  to_date('9:31', 'hh24:mi'),  to_date('14:11', 'hh24:mi')]
[2026, 1949,  to_date('15:52', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[2027, 1950,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[2028, 1951,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[2029, 1952,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[2030, 1953,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[2031, 1954,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2032, 1955,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[2033, 1956,  to_date('9:00', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[2034, 1957,  to_date('10:45', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[2035, 1958,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[2036, 1959,  to_date('9:54', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[2037, 1960,  to_date('10:59', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[2038, 1961,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[2039, 1962,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2040, 1963,  to_date('9:00', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2041, 1964,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2042, 1965,  to_date('10:57', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[2043, 1966,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[2044, 1967,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[2045, 1968,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[2046, 1969,  to_date('10:38', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2047, 1970,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[2048, 1971,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[2049, 1972,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[2050, 1973,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
